Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	39.02697988110097	40.0	39.0	40.0	38.0	40.0	pt2
2	38.935976255288985	40.0	39.0	40.0	38.0	40.0	pt2
3	38.88303839126015	40.0	39.0	40.0	37.0	40.0	pt2
4	38.90203895627618	40.0	39.0	40.0	37.0	40.0	pt2
5	38.948802002239006	40.0	39.0	40.0	38.0	40.0	pt2
6	38.83014117797069	40.0	39.0	40.0	36.0	40.0	pt2
7	38.85068464326198	40.0	39.0	40.0	37.0	40.0	pt2
8	38.898319779187524	40.0	39.0	40.0	37.0	40.0	pt2
9	38.813578706850265	40.0	39.0	40.0	36.0	40.0	pt2
10	38.84104237561751	40.0	39.0	40.0	36.0	40.0	pt2
11	38.85362231719743	40.0	39.0	40.0	36.0	40.0	pt2
12	38.82307409079796	40.0	39.0	40.0	36.0	40.0	pt2
13	38.843170544181795	40.0	39.0	40.0	36.0	40.0	pt2
14	38.756339248844526	40.0	39.0	40.0	36.0	40.0	pt2
15	38.75101480622757	40.0	39.0	40.0	36.0	40.0	pt2
16	38.82516950480966	40.0	39.0	40.0	36.0	40.0	pt2
17	38.764774204152104	40.0	39.0	40.0	36.0	40.0	pt2
18	38.64625526352287	40.0	39.0	40.0	36.0	40.0	pt2
19	38.675346261832466	40.0	38.0	40.0	36.0	40.0	pt2
20	38.60431911733452	40.0	38.0	40.0	36.0	40.0	pt2
21	38.443592940445775	40.0	38.0	40.0	35.0	40.0	pt2
22	38.530474445598664	40.0	38.0	40.0	35.0	40.0	pt2
23	38.38008187122327	40.0	38.0	40.0	35.0	40.0	pt2
24	38.07542089298111	40.0	38.0	40.0	34.0	40.0	pt2
25	38.427465614864246	40.0	38.0	40.0	35.0	40.0	pt2
26	38.3982474634028	40.0	38.0	40.0	35.0	40.0	pt2
27	38.22857852093768	40.0	38.0	40.0	35.0	40.0	pt2
28	38.28539260124082	40.0	38.0	40.0	35.0	40.0	pt2
29	38.213457808156214	40.0	38.0	40.0	35.0	40.0	pt2
30	37.784972440787605	39.0	38.0	40.0	33.0	40.0	pt2
31	37.99384828804875	39.0	38.0	40.0	35.0	40.0	pt2
32	37.8840303574632	39.0	38.0	40.0	35.0	40.0	pt2
33	38.16886855219335	40.0	38.0	40.0	35.0	40.0	pt2
34	37.26818452467699	39.0	37.0	40.0	33.0	40.0	pt2
35	36.778793421476145	38.0	36.0	40.0	33.0	40.0	pt2
36	36.987766483969715	38.0	37.0	40.0	33.0	40.0	pt2
37	36.70183975347816	38.0	36.0	40.0	32.0	40.0	pt2
38	36.73171153567472	38.0	36.0	40.0	32.0	40.0	pt2
39	36.667172006883554	38.0	36.0	40.0	32.0	40.0	pt2
40	36.07912168375166	38.0	35.0	40.0	31.0	40.0	pt2
41	35.9507659477174	38.0	35.0	40.0	30.0	40.0	pt2
42	36.091365234153535	38.0	35.0	40.0	31.0	40.0	pt2
43	36.289418645870256	38.0	35.0	40.0	31.0	40.0	pt2
44	35.80862615645224	38.0	35.0	40.0	30.0	40.0	pt2
45	35.81519861830743	38.0	35.0	40.0	30.0	40.0	pt2
46	36.07001304590918	38.0	35.0	40.0	31.0	40.0	pt2
47	35.85096351730589	38.0	35.0	39.0	31.0	40.0	pt2
48	35.727102180347686	38.0	35.0	39.0	30.0	40.0	pt2
49	35.75276505418389	38.0	35.0	39.0	30.0	40.0	pt2
50	35.985846451256556	38.0	35.0	40.0	30.0	40.0	pt2
51	35.85428262213976	38.0	35.0	40.0	30.0	40.0	pt2
52	35.80155012349885	38.0	35.0	40.0	30.0	40.0	pt2
53	35.40907827698008	38.0	34.0	40.0	29.0	40.0	pt2
54	35.430818256578945	38.0	34.0	39.0	30.0	40.0	pt2
55	35.51190476190476	38.0	35.0	39.0	30.0	40.0	pt2
56	35.44563002038125	38.0	35.0	40.0	29.0	40.0	pt2
57	35.20749749247743	38.0	34.0	39.0	29.0	40.0	pt2
58	35.08772845953003	38.0	34.0	39.0	29.0	40.0	pt2
59	34.84750419783239	38.0	33.0	39.0	28.0	40.0	pt2
60	35.18064076346285	38.0	34.0	39.0	29.0	40.0	pt2
61	36.19559855814836	38.0	36.0	40.0	32.0	40.0	pt2
62	36.40426638917794	38.0	36.0	40.0	32.0	40.0	pt2
63	36.47865412445731	38.0	36.0	40.0	32.0	40.0	pt2
64	36.09221183800623	38.0	35.0	39.0	31.0	40.0	pt2
65	35.94013814274751	38.0	35.0	39.0	31.0	40.0	pt2
66	36.24841341795104	38.0	36.0	39.0	32.0	40.0	pt2
67	36.429761904761904	38.0	36.0	39.0	32.0	40.0	pt2
68	35.82671480144404	37.0	35.0	39.0	31.0	40.0	pt2
