Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	36.57594167960588	39.0	38.0	40.0	31.0	40.0	ct5
2	36.52642208675566	39.0	38.0	40.0	30.0	40.0	ct5
3	36.53665981191267	40.0	38.0	40.0	30.0	40.0	ct5
4	36.38784944568301	39.0	38.0	40.0	30.0	40.0	ct5
5	36.47318861298092	39.0	38.0	40.0	31.0	40.0	ct5
6	36.418813391547666	39.0	38.0	40.0	30.0	40.0	ct5
7	36.515688269380526	40.0	38.0	40.0	30.0	40.0	ct5
8	36.38536162902409	39.0	38.0	40.0	30.0	40.0	ct5
9	36.38154136478756	39.0	38.0	40.0	30.0	40.0	ct5
10	36.43303116023057	40.0	38.0	40.0	30.0	40.0	ct5
11	36.60275926437234	40.0	38.0	40.0	31.0	40.0	ct5
12	36.54223506026185	40.0	38.0	40.0	31.0	40.0	ct5
13	36.50741379989068	39.0	38.0	40.0	31.0	40.0	ct5
14	36.44620416578525	39.0	38.0	40.0	31.0	40.0	ct5
15	36.4242401663884	39.0	38.0	40.0	31.0	40.0	ct5
16	36.47165402348905	39.0	38.0	40.0	31.0	40.0	ct5
17	36.387905157302235	39.0	38.0	40.0	31.0	40.0	ct5
18	36.34113576278177	39.0	38.0	40.0	31.0	40.0	ct5
19	36.26199043313284	39.0	38.0	40.0	30.0	40.0	ct5
20	36.136258315759264	39.0	38.0	40.0	30.0	40.0	ct5
21	36.12795567342709	39.0	38.0	40.0	30.0	40.0	ct5
22	36.276825557077956	39.0	38.0	40.0	31.0	40.0	ct5
23	35.929204171485935	39.0	37.0	40.0	29.0	40.0	ct5
24	35.79950361206039	39.0	36.0	40.0	29.0	40.0	ct5
25	35.79167227638349	39.0	36.0	40.0	29.0	40.0	ct5
26	35.682258517915194	39.0	36.0	40.0	30.0	40.0	ct5
27	36.02500098517731	39.0	36.0	40.0	30.0	40.0	ct5
28	35.98706314807703	39.0	36.0	40.0	30.0	40.0	ct5
