Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	38.66688934086112	40.0	38.0	40.0	36.0	40.0	pc6
2	38.50102857115547	40.0	38.0	40.0	35.0	40.0	pc6
3	38.51242859695071	39.0	38.0	40.0	35.0	40.0	pc6
4	38.49648189236215	39.0	38.0	40.0	35.0	40.0	pc6
5	38.55469512720821	40.0	39.0	40.0	36.0	40.0	pc6
6	38.45865211870314	39.0	38.0	40.0	35.0	40.0	pc6
7	38.345708887165436	39.0	38.0	40.0	35.0	40.0	pc6
8	38.39247826568433	39.0	38.0	40.0	35.0	40.0	pc6
9	38.33972906945894	39.0	38.0	40.0	35.0	40.0	pc6
10	38.35516181861367	39.0	38.0	40.0	35.0	40.0	pc6
11	38.24375976164743	40.0	38.0	40.0	35.0	40.0	pc6
12	38.30754129769942	40.0	38.0	40.0	35.0	40.0	pc6
13	38.22674710103793	39.0	38.0	40.0	35.0	40.0	pc6
14	38.21723807657037	39.0	38.0	40.0	35.0	40.0	pc6
15	38.06620529529422	39.0	38.0	40.0	35.0	40.0	pc6
16	38.18870414875165	39.0	38.0	40.0	35.0	40.0	pc6
17	38.23237451372163	39.0	38.0	40.0	35.0	40.0	pc6
18	37.80787807517499	39.0	38.0	40.0	33.0	40.0	pc6
19	38.19124844760234	39.0	38.0	40.0	35.0	40.0	pc6
20	38.07290401217109	39.0	38.0	40.0	35.0	40.0	pc6
21	37.953809444052666	39.0	38.0	40.0	35.0	40.0	pc6
22	37.856021633438104	39.0	38.0	40.0	34.0	40.0	pc6
23	37.864785087790416	39.0	38.0	40.0	35.0	40.0	pc6
24	37.17784053080955	39.0	36.0	40.0	33.0	40.0	pc6
25	37.752473461143595	39.0	38.0	40.0	33.0	40.0	pc6
26	37.80877442140576	39.0	38.0	40.0	34.0	40.0	pc6
27	37.57600332299374	39.0	38.0	40.0	33.0	40.0	pc6
28	37.39551600601639	39.0	36.0	40.0	33.0	40.0	pc6
29	37.44848358982287	39.0	38.0	40.0	33.0	40.0	pc6
30	36.976451133827716	38.0	36.0	40.0	33.0	40.0	pc6
31	36.913070887190436	39.0	36.0	40.0	33.0	40.0	pc6
32	37.154811286900106	39.0	37.0	40.0	33.0	40.0	pc6
33	37.31656173286301	39.0	37.0	40.0	33.0	40.0	pc6
34	35.98365902148087	38.0	35.0	40.0	29.0	40.0	pc6
35	35.48699773287795	38.0	35.0	40.0	29.0	40.0	pc6
36	35.34025301512736	38.0	35.0	40.0	29.0	40.0	pc6
37	35.277963893026495	38.0	35.0	40.0	29.0	40.0	pc6
38	35.1302848421373	38.0	35.0	40.0	28.0	40.0	pc6
39	34.412204565047446	38.0	34.0	40.0	26.0	40.0	pc6
40	33.72165723827209	38.0	33.0	39.0	23.0	40.0	pc6
41	33.3130399012752	38.0	33.0	39.0	20.0	40.0	pc6
42	32.80216561229681	37.0	33.0	39.0	14.0	40.0	pc6
43	32.510906506074086	37.0	33.0	39.0	2.0	40.0	pc6
44	32.04760801168605	37.0	32.0	39.0	2.0	40.0	pc6
45	31.106260296540363	37.0	30.0	39.0	2.0	40.0	pc6
46	31.659731580388936	38.0	33.0	39.0	2.0	40.0	pc6
47	32.02702102070697	37.0	33.0	39.0	2.0	40.0	pc6
48	33.05146669490628	38.0	33.0	39.0	17.0	40.0	pc6
49	33.55444515048235	38.0	33.0	39.0	23.0	40.0	pc6
50	34.05760022207315	38.0	33.0	39.0	25.0	40.0	pc6
51	34.39280820179668	38.0	33.0	39.0	26.0	40.0	pc6
52	34.77825633710084	38.0	34.0	39.0	28.0	40.0	pc6
53	34.51364778944256	38.0	33.0	39.0	27.0	40.0	pc6
54	34.69494732035098	38.0	33.0	39.0	27.0	40.0	pc6
55	34.754796394374104	38.0	34.0	39.0	28.0	40.0	pc6
56	34.76367826345525	38.0	34.0	39.0	27.0	40.0	pc6
57	34.58614318706697	38.0	34.0	39.0	27.0	40.0	pc6
58	34.47667197452229	38.0	33.0	39.0	27.0	40.0	pc6
59	34.09837497815831	38.0	33.0	39.0	25.0	40.0	pc6
60	34.60380151869717	38.0	33.0	39.0	27.0	40.0	pc6
61	35.127106556077976	38.0	35.0	39.0	29.0	40.0	pc6
62	35.42915619389587	38.0	35.0	39.0	30.0	40.0	pc6
63	35.72122762148338	38.0	35.0	39.0	30.0	40.0	pc6
64	35.748233097746365	38.0	35.0	40.0	30.0	40.0	pc6
65	35.17633631348678	38.0	35.0	39.0	29.0	40.0	pc6
66	34.9599315905204	37.0	34.0	39.0	30.0	40.0	pc6
67	35.509038089089735	38.0	35.0	39.0	30.0	40.0	pc6
68	34.797734627831716	37.0	34.0	39.0	30.0	40.0	pc6
