Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	38.67174193501662	40.0	38.0	40.0	36.0	40.0	pt7
2	38.48727400079704	40.0	38.0	40.0	35.0	40.0	pt7
3	38.455642276189344	40.0	38.0	40.0	35.0	40.0	pt7
4	38.422941982143605	40.0	38.0	40.0	35.0	40.0	pt7
5	38.493964247768176	40.0	38.0	40.0	35.0	40.0	pt7
6	38.35930231888944	40.0	38.0	40.0	35.0	40.0	pt7
7	38.418422563892854	40.0	38.0	40.0	35.0	40.0	pt7
8	38.42275898356511	40.0	38.0	40.0	35.0	40.0	pt7
9	38.34625186902656	40.0	38.0	40.0	35.0	40.0	pt7
10	38.41460675254408	40.0	38.0	40.0	35.0	40.0	pt7
11	38.43188847872635	40.0	38.0	40.0	35.0	40.0	pt7
12	38.37255044601539	40.0	38.0	40.0	35.0	40.0	pt7
13	38.32973149452741	40.0	38.0	40.0	35.0	40.0	pt7
14	38.28413199926723	40.0	38.0	40.0	35.0	40.0	pt7
15	38.26993337881785	40.0	38.0	40.0	35.0	40.0	pt7
16	38.342142807305535	40.0	38.0	40.0	35.0	40.0	pt7
17	38.189302071227054	40.0	38.0	40.0	35.0	40.0	pt7
18	38.20746182989283	40.0	38.0	40.0	35.0	40.0	pt7
19	37.880436913504724	40.0	38.0	40.0	35.0	40.0	pt7
20	38.14773288745451	40.0	38.0	40.0	35.0	40.0	pt7
21	38.06262592540572	39.0	38.0	40.0	35.0	40.0	pt7
22	38.260773297920714	40.0	38.0	40.0	35.0	40.0	pt7
23	37.93634266647111	39.0	38.0	40.0	34.0	40.0	pt7
24	37.92725874289948	39.0	38.0	40.0	34.0	40.0	pt7
25	37.972764994129996	39.0	38.0	40.0	34.0	40.0	pt7
26	37.841401695389195	39.0	38.0	40.0	33.0	40.0	pt7
27	37.60129635552606	39.0	38.0	40.0	33.0	40.0	pt7
28	37.737155669859014	39.0	38.0	40.0	33.0	40.0	pt7
29	37.53129768245967	39.0	37.0	40.0	33.0	40.0	pt7
30	36.9815027468723	39.0	36.0	40.0	33.0	40.0	pt7
31	37.480873503861176	39.0	37.0	40.0	33.0	40.0	pt7
32	37.28540653943704	39.0	37.0	40.0	33.0	40.0	pt7
33	37.50574799860179	39.0	37.0	40.0	33.0	40.0	pt7
34	36.828864706589314	39.0	36.0	40.0	32.0	40.0	pt7
35	36.6760223013586	38.0	36.0	40.0	32.0	40.0	pt7
36	36.353817338304594	38.0	36.0	39.0	32.0	40.0	pt7
37	36.392849521565815	38.0	35.0	40.0	31.0	40.0	pt7
38	36.5069283102216	38.0	36.0	40.0	31.0	40.0	pt7
39	36.29552271202494	38.0	35.0	40.0	31.0	40.0	pt7
40	35.63095404665294	38.0	35.0	40.0	29.0	40.0	pt7
41	35.55511689593486	38.0	35.0	40.0	29.0	40.0	pt7
42	35.617962262383024	38.0	35.0	40.0	29.0	40.0	pt7
43	35.86028334147533	38.0	35.0	40.0	30.0	40.0	pt7
44	35.689926707616316	38.0	35.0	40.0	30.0	40.0	pt7
45	35.50388679543598	38.0	35.0	40.0	29.0	40.0	pt7
46	36.29530704692953	38.0	36.0	40.0	32.0	40.0	pt7
47	36.1319425055004	38.0	35.0	40.0	31.0	40.0	pt7
48	35.715773666506486	38.0	35.0	39.0	30.0	40.0	pt7
49	35.79985694871611	38.0	35.0	39.0	31.0	40.0	pt7
50	35.828984179441456	38.0	35.0	39.0	30.0	40.0	pt7
51	35.631919010434665	38.0	35.0	39.0	30.0	40.0	pt7
52	35.77242002530273	38.0	35.0	40.0	30.0	40.0	pt7
53	35.42433870391608	38.0	34.0	39.0	29.0	40.0	pt7
54	35.44115311308767	38.0	34.0	39.0	30.0	40.0	pt7
55	35.505010603351494	38.0	35.0	39.0	30.0	40.0	pt7
56	35.03691253474691	38.0	34.0	39.0	29.0	40.0	pt7
57	35.13000988250796	38.0	34.0	39.0	29.0	40.0	pt7
58	34.9671198512778	38.0	34.0	39.0	29.0	40.0	pt7
59	34.74149310648284	38.0	33.0	39.0	27.0	40.0	pt7
60	35.07837234928911	38.0	34.0	39.0	29.0	40.0	pt7
61	35.38651543414164	38.0	35.0	39.0	30.0	40.0	pt7
62	35.483607217657486	38.0	35.0	39.0	30.0	40.0	pt7
63	35.76895601591999	38.0	35.0	39.0	31.0	40.0	pt7
64	35.61690217762305	38.0	35.0	39.0	30.0	40.0	pt7
65	35.35269709543569	38.0	35.0	39.0	30.0	40.0	pt7
66	35.24365954056566	37.0	34.0	39.0	30.0	40.0	pt7
67	35.90723464178842	38.0	35.0	39.0	31.0	40.0	pt7
68	35.02558206381144	37.0	34.0	38.0	30.0	39.0	pt7
