Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	36.93486661440223	40.0	38.0	40.0	33.0	40.0	ct4
2	36.90048399607694	40.0	38.0	40.0	32.0	40.0	ct4
3	36.90230230098081	40.0	38.0	40.0	32.0	40.0	ct4
4	36.780720718037784	40.0	38.0	40.0	31.0	40.0	ct4
5	36.86915818700034	40.0	38.0	40.0	32.0	40.0	ct4
6	36.802262373491956	40.0	38.0	40.0	32.0	40.0	ct4
7	36.92588730439407	40.0	38.0	40.0	32.0	40.0	ct4
8	36.830067624977566	40.0	38.0	40.0	32.0	40.0	ct4
9	36.79799591944441	40.0	38.0	40.0	31.0	40.0	ct4
10	36.86363004886627	40.0	38.0	40.0	32.0	40.0	ct4
11	37.06395045122974	40.0	38.0	40.0	33.0	40.0	ct4
12	37.002509859449404	40.0	38.0	40.0	33.0	40.0	ct4
13	36.94246972318937	40.0	38.0	40.0	33.0	40.0	ct4
14	36.907949407987864	40.0	38.0	40.0	33.0	40.0	ct4
15	36.85825818210343	40.0	38.0	40.0	32.0	40.0	ct4
16	36.872563766932146	40.0	38.0	40.0	33.0	40.0	ct4
17	36.803786863656605	40.0	38.0	40.0	32.0	40.0	ct4
18	36.78084511687427	40.0	38.0	40.0	32.0	40.0	ct4
19	36.61957043382422	39.0	38.0	40.0	31.0	40.0	ct4
20	36.67207269990572	39.0	38.0	40.0	31.0	40.0	ct4
21	36.58699773213651	39.0	38.0	40.0	31.0	40.0	ct4
22	36.77308530867184	40.0	38.0	40.0	32.0	40.0	ct4
23	36.276649713535754	39.0	38.0	40.0	31.0	40.0	ct4
24	36.263231774192434	39.0	38.0	40.0	31.0	40.0	ct4
25	36.17687213941262	39.0	37.0	40.0	31.0	40.0	ct4
26	36.20434232584928	39.0	38.0	40.0	31.0	40.0	ct4
27	36.408996258472364	39.0	38.0	40.0	31.0	40.0	ct4
28	36.1665213882163	39.0	37.0	40.0	31.0	40.0	ct4
