Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	36.56624639811793	39.0	38.0	40.0	31.0	40.0	cc1
2	36.32237602185363	39.0	38.0	40.0	30.0	40.0	cc1
3	36.44464238839322	39.0	38.0	40.0	30.0	40.0	cc1
4	36.37381687839115	39.0	38.0	40.0	30.0	40.0	cc1
5	36.43711078758927	39.0	38.0	40.0	30.0	40.0	cc1
6	36.299806455374686	39.0	37.0	40.0	30.0	40.0	cc1
7	36.54686255128137	40.0	38.0	40.0	30.0	40.0	cc1
8	36.4691055717022	40.0	38.0	40.0	30.0	40.0	cc1
9	36.395300723591404	39.0	38.0	40.0	30.0	40.0	cc1
10	36.451686901121924	40.0	38.0	40.0	30.0	40.0	cc1
11	36.72707038935472	40.0	38.0	40.0	31.0	40.0	cc1
12	36.61958755497458	40.0	38.0	40.0	31.0	40.0	cc1
13	36.5948526532645	40.0	38.0	40.0	31.0	40.0	cc1
14	36.54109354787487	40.0	38.0	40.0	31.0	40.0	cc1
15	36.53080569921856	39.0	38.0	40.0	31.0	40.0	cc1
16	36.5959336500078	40.0	38.0	40.0	31.0	40.0	cc1
17	36.43705743490916	39.0	38.0	40.0	31.0	40.0	cc1
18	36.491684412426025	40.0	38.0	40.0	31.0	40.0	cc1
19	36.36498253482286	39.0	38.0	40.0	30.0	40.0	cc1
20	36.427285266941375	39.0	38.0	40.0	31.0	40.0	cc1
21	36.37316372513152	39.0	38.0	40.0	31.0	40.0	cc1
22	36.60361379643215	40.0	38.0	40.0	31.0	40.0	cc1
23	36.16307805792877	39.0	38.0	40.0	30.0	40.0	cc1
24	36.12965364638709	39.0	38.0	40.0	30.0	40.0	cc1
25	36.09791814783894	39.0	38.0	40.0	30.0	40.0	cc1
26	36.10959443763047	39.0	38.0	40.0	31.0	40.0	cc1
27	36.29018116672796	39.0	38.0	40.0	31.0	40.0	cc1
28	36.266835286859965	39.0	38.0	40.0	31.0	40.0	cc1
