Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	sample
1	36.51748252027845	39.0	38.0	40.0	31.0	40.0	ct6
2	36.45631712199082	39.0	38.0	40.0	30.0	40.0	ct6
3	36.47897962112954	39.0	38.0	40.0	30.0	40.0	ct6
4	36.34111308606528	39.0	38.0	40.0	30.0	40.0	ct6
5	36.46671293008285	39.0	38.0	40.0	31.0	40.0	ct6
6	36.33812377813871	39.0	38.0	40.0	30.0	40.0	ct6
7	36.50187774650162	40.0	38.0	40.0	30.0	40.0	ct6
8	36.40592549333243	39.0	38.0	40.0	30.0	40.0	ct6
9	36.364540171007604	39.0	38.0	40.0	30.0	40.0	ct6
10	36.41968270688696	40.0	38.0	40.0	30.0	40.0	ct6
11	36.660945045112165	40.0	38.0	40.0	31.0	40.0	ct6
12	36.55389836806177	40.0	38.0	40.0	31.0	40.0	ct6
13	36.56208531348884	40.0	38.0	40.0	31.0	40.0	ct6
14	36.47592420991579	39.0	38.0	40.0	31.0	40.0	ct6
15	36.46716805654603	39.0	38.0	40.0	31.0	40.0	ct6
16	36.51828175699872	39.0	38.0	40.0	31.0	40.0	ct6
17	36.36398349070402	39.0	38.0	40.0	31.0	40.0	ct6
18	36.36625811548051	39.0	38.0	40.0	31.0	40.0	ct6
19	36.21502658474277	39.0	38.0	40.0	30.0	40.0	ct6
20	36.29528992166117	39.0	38.0	40.0	31.0	40.0	ct6
21	35.97548696957771	39.0	37.0	40.0	30.0	40.0	ct6
22	36.36447038408848	40.0	38.0	40.0	31.0	40.0	ct6
23	35.986119694501085	39.0	37.0	40.0	29.0	40.0	ct6
24	35.923563611993735	39.0	37.0	40.0	30.0	40.0	ct6
25	35.88608144027959	39.0	37.0	40.0	29.0	40.0	ct6
26	35.87745044766387	39.0	36.0	40.0	30.0	40.0	ct6
27	36.12777529974902	39.0	37.0	40.0	31.0	40.0	ct6
28	35.94744453108386	39.0	37.0	40.0	30.0	40.0	ct6
